UID,SLX,filename,cellcycle,min_ploidy,max_ploidy
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001504_R65-C10.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001505_R65-C11.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001512_R65-C18.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001513_R65-C19.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000435_R49-C29.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000434_R49-C28.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000427_R49-C21.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000429_R49-C23.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000428_R49-C22.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000431_R49-C25.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000430_R49-C24.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000433_R49-C27.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000432_R49-C26.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000054_R43-C56.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000055_R43-C57.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000052_R43-C54.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000050_R43-C52.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000051_R43-C53.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000048_R43-C50.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000049_R43-C51.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001667_R67-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001664_R67-C34.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001665_R67-C35.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001662_R67-C32.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001663_R67-C33.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000056_R43-C58.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000057_R43-C59.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001416_R63-C58.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001417_R63-C59.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001412_R63-C54.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001413_R63-C55.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001414_R63-C56.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001415_R63-C57.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001408_R63-C50.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001409_R63-C51.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001410_R63-C52.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001411_R63-C53.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000203_R45-C69.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001456_R64-C30.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000195_R45-C61.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000197_R45-C63.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000196_R45-C62.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000199_R45-C65.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000198_R45-C64.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000201_R45-C67.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000200_R45-C66.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001458_R64-C32.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001461_R64-C35.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001460_R64-C34.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001463_R64-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000550_R51-C08.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000551_R51-C09.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000547_R51-C05.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000548_R51-C06.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000549_R51-C07.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000545_R51-C03.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000715_R53-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000713_R53-C35.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000712_R53-C34.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000711_R53-C33.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000710_R53-C32.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000709_R53-C31.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000708_R53-C30.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000717_R53-C39.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000716_R53-C38.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001091_R59-C05.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001092_R59-C06.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001093_R59-C07.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001089_R59-C03.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001094_R59-C08.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001095_R59-C09.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000885_R56-C03.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000889_R56-C07.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000888_R56-C06.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000887_R56-C05.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000891_R56-C09.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000890_R56-C08.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001016_R57-C66.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000270_R46-C68.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001622_R66-C60.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001623_R66-C61.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001624_R66-C62.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001627_R66-C65.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001629_R66-C67.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001517_R65-C23.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001516_R65-C22.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001515_R65-C21.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001521_R65-C27.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001520_R65-C26.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001519_R65-C25.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001518_R65-C24.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001523_R65-C29.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001522_R65-C28.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001537_R65-C43.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001217_R60-C63.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000445_R49-C39.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001220_R60-C66.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001221_R60-C67.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000438_R49-C32.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000439_R49-C33.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000436_R49-C30.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001223_R60-C69.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000443_R49-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000440_R49-C34.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000441_R49-C35.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000061_R43-C63.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000060_R43-C62.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000059_R43-C61.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000058_R43-C60.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000065_R43-C67.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000064_R43-C66.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000063_R43-C65.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000062_R43-C64.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001633_R67-C03.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000066_R43-C68.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001637_R67-C07.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001636_R67-C06.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001635_R67-C05.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000397_R48-C59.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000396_R48-C58.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000392_R48-C54.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000395_R48-C57.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000394_R48-C56.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000389_R48-C51.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000388_R48-C50.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000391_R48-C53.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000390_R48-C52.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000007_R43-C09.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000006_R43-C08.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001387_R63-C29.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001386_R63-C28.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001379_R63-C21.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000576_R51-C34.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001380_R63-C22.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001383_R63-C25.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001382_R63-C24.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001385_R63-C27.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001384_R63-C26.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000699_R53-C21.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000700_R53-C22.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000701_R53-C23.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000702_R53-C24.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000703_R53-C25.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000704_R53-C26.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000705_R53-C27.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000706_R53-C28.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000707_R53-C29.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000900_R56-C18.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000901_R56-C19.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000896_R56-C14.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000897_R56-C15.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000898_R56-C16.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000899_R56-C17.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000892_R56-C10.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000893_R56-C11.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000894_R56-C12.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000895_R56-C13.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000679_R52-C69.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001043_R58-C25.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000675_R52-C65.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000674_R52-C64.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000677_R52-C67.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000676_R52-C66.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000670_R52-C60.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000673_R52-C63.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000672_R52-C62.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001644_R67-C14.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001645_R67-C15.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001646_R67-C16.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001647_R67-C17.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001640_R67-C10.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001641_R67-C11.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001642_R67-C12.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001643_R67-C13.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001648_R67-C18.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001649_R67-C19.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001042_R58-C24.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001533_R65-C39.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001528_R65-C34.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001529_R65-C35.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001531_R65-C37.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001524_R65-C30.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001525_R65-C31.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001526_R65-C32.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001527_R65-C33.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001213_R60-C59.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001212_R60-C58.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001211_R60-C57.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001210_R60-C56.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001208_R60-C54.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001207_R60-C53.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001206_R60-C52.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001205_R60-C51.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001204_R60-C50.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000413_R49-C07.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000412_R49-C06.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000411_R49-C05.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000409_R49-C03.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000415_R49-C09.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000414_R49-C08.bam,G1,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000386_R48-C48.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000387_R48-C49.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000384_R48-C46.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000385_R48-C47.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000382_R48-C44.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000383_R48-C45.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000380_R48-C42.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000381_R48-C43.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000378_R48-C40.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_000379_R48-C41.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001494_R64-C68.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001495_R64-C69.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001493_R64-C67.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001490_R64-C64.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001491_R64-C65.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001488_R64-C62.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001489_R64-C63.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001486_R64-C60.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001487_R64-C61.bam,D,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001397_R63-C39.bam,S,1.7,2.3
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001390_R63-C32.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001391_R63-C33.bam,G2,3.4,4.6
UID-DLP-SA928,SLX-A90553C,UID-DLP-SA928_SLX-A90553C_001388_R63-C30.bam,G2,3.4,4.6
