SINCEL-194_Plate_237_N14	3	pass
SINCEL-194_Plate_237_O14	3	pass
SINCEL-194_Plate_237_P14	3	pass
SINCEL-194_Plate_237_A15	3	pass
SINCEL-194_Plate_237_B15	3	pass
SINCEL-194_Plate_237_C15	3	fail
SINCEL-194_Plate_237_D15	3	pass
SINCEL-194_Plate_237_E15	3	pass
SINCEL-194_Plate_237_F15	3	pass
SINCEL-194_Plate_237_G15	3	pass
SINCEL-194_Plate_237_H15	3	pass
SINCEL-194_Plate_237_I15	3	fail
SINCEL-194_Plate_237_J15	3	fail
SINCEL-194_Plate_237_K15	3	pass
SINCEL-194_Plate_237_L15	3	fail
SINCEL-194_Plate_237_M15	3	pass
SINCEL-194_Plate_237_N15	3	pass
SINCEL-194_Plate_237_O15	3	pass
SINCEL-194_Plate_237_P15	3	pass
SINCEL-194_Plate_237_A16	4	pass
SINCEL-194_Plate_237_B16	4	pass
SINCEL-194_Plate_237_C16	4	pass
SINCEL-194_Plate_237_D16	4	pass
SINCEL-194_Plate_237_E16	4	fail
SINCEL-194_Plate_237_F16	4	pass
SINCEL-194_Plate_237_G16	4	pass
SINCEL-194_Plate_237_H16	4	pass
SINCEL-194_Plate_237_I16	4	pass
SINCEL-194_Plate_237_J16	4	pass
SINCEL-194_Plate_237_K16	4	pass
SINCEL-194_Plate_237_L16	4	pass
SINCEL-194_Plate_237_M16	4	pass
SINCEL-194_Plate_237_N16	4	pass
SINCEL-194_Plate_237_O16	4	pass
SINCEL-194_Plate_237_P16	4	pass
SINCEL-194_Plate_237_A17	4	pass
SINCEL-194_Plate_237_B17	4	pass
SINCEL-194_Plate_237_C17	4	pass
SINCEL-194_Plate_237_D17	4	pass
SINCEL-194_Plate_237_E17	4	pass
SINCEL-194_Plate_237_F17	4	pass
SINCEL-194_Plate_237_G17	4	pass
SINCEL-194_Plate_237_H17	4	pass
SINCEL-194_Plate_237_I17	4	pass
SINCEL-194_Plate_237_J17	4	pass
SINCEL-194_Plate_237_K17	4	pass
SINCEL-194_Plate_237_L17	4	pass
SINCEL-194_Plate_237_M17	4	pass
SINCEL-194_Plate_237_N17	4	pass
SINCEL-194_Plate_237_O17	4	pass
SINCEL-194_Plate_237_P17	4	pass
SINCEL-194_Plate_237_A18	4	pass
SINCEL-194_Plate_237_B18	4	pass
SINCEL-194_Plate_237_C18	4	pass
SINCEL-194_Plate_237_D18	4	pass
SINCEL-194_Plate_237_E18	4	pass
SINCEL-194_Plate_237_F18	4	pass
SINCEL-194_Plate_237_G18	4	pass
SINCEL-194_Plate_237_H18	4	pass
SINCEL-194_Plate_237_I18	4	pass
SINCEL-194_Plate_237_J18	4	pass
SINCEL-194_Plate_237_K18	4	pass
SINCEL-194_Plate_237_L18	4	pass
SINCEL-194_Plate_237_M18	4	pass
SINCEL-194_Plate_237_N18	4	pass
SINCEL-194_Plate_237_O18	4	pass
SINCEL-194_Plate_237_P18	4	pass
SINCEL-194_Plate_237_A19	4	pass
SINCEL-194_Plate_237_B19	4	pass
SINCEL-194_Plate_237_C19	4	pass
SINCEL-194_Plate_237_D19	4	pass
SINCEL-194_Plate_237_E19	4	pass
SINCEL-194_Plate_237_F19	4	pass
SINCEL-194_Plate_237_G19	4	pass
SINCEL-194_Plate_237_H19	4	pass
SINCEL-194_Plate_237_I19	4	pass
SINCEL-194_Plate_237_J19	4	pass
SINCEL-194_Plate_237_K19	4	pass
SINCEL-194_Plate_237_L19	4	pass
SINCEL-194_Plate_237_M19	4	pass
SINCEL-194_Plate_237_N19	4	pass
SINCEL-194_Plate_237_O19	4	pass
SINCEL-194_Plate_237_P19	4	fail
SINCEL-194_Plate_237_A20	5	pass
SINCEL-194_Plate_237_B20	5	pass
SINCEL-194_Plate_237_C20	5	pass
SINCEL-194_Plate_237_D20	5	pass
SINCEL-194_Plate_237_E20	5	pass
SINCEL-194_Plate_237_F20	5	pass
SINCEL-194_Plate_237_G20	5	pass
